Rating|ID|Title|Content
2583.9006314254|2019|The Score of Students Solving Math Expression|
2584.8334198718|3563|Lexicographically Smallest String After Adjacent Removals|
2587.8725248485|1883|Minimum Skips to Arrive at Meeting On Time|
2588.8752130913|2532|Time to Cross a Bridge|
2594.135673452|964|Least Operators to Express Number|
2598.4563109814|3321|Find X-Sum of All K-Long Subarrays II|
2601.7404336762|3367|Maximize Sum of Weights after Edge Removals|
2604.0450098035|3594|Minimum Time to Transport All Individuals|
2605.3698165497|3474|Lexicographically Smallest Generated String|
2607.9418744903|2911|Minimum Changes to Make K Semi-palindromes|
2608.014730401|3510|Minimum Pair Removal to Sort Array II|
2610.0826855063|1687|Delivering Boxes from Storage to Ports|
2610.9906730644|2056|Number of Valid Move Combinations On Chessboard|
2614.911779573|3343|Count Number of Balanced Permutations|
2615.1468269481|2338|Count the Number of Ideal Arrays|
2619.7016189999|2790|Maximum Number of Groups With Increasing Length|
2620.4181842249|1830|Minimum Number of Operations to Make String Sorted|
2621.1208072273|2281|Sum of Total Strength of Wizards|
2628.6330409039|3333|Find the Original Typed String II|
2628.7957821141|2213|Longest Substring of One Repeating Character|
2633.0144045478|2499|Minimum Total Cost to Make Arrays Unequal|
2640.3824813624|1787|Make the XOR of All Segments Equal to Zero|
2641.6067035188|3149|Find the Minimum Cost Array Permutation|
2643.4108112417|3625|Count Number of Trapezoids II|
2644.6037406331|3525|Find X Value of Array II|
2644.8498152558|2954|Count the Number of Infection Sequences|
2644.9681021386|3430|Maximum and Minimum Sums of at Most Size K Subarrays|
2645.836955523|3590|Kth Smallest Path XOR Sum|
2647.1423924149|3671|Sum of Beautiful Subsequences|
2647.8258771458|2386|Find the K-Sum of an Array|
2648.1748409542|2071|Maximum Number of Tasks You Can Assign|
2650.8996457642|2097|Valid Arrangement of Pairs|
2655.2178711909|1659|Maximize Grid Happiness|
2658.9223715182|3261|Count Substrings That Satisfy K-Constraint II|
2661.0670044656|1923|Longest Common Subpath|
2661.736901362|3292|Minimum Number of Valid Strings to Form Target II|
2664.2117701776|3311|Construct 2D Grid Matching Graph Layout|
2666.1303987257|3139|Minimum Cost to Equalize Array|
2666.668150845|1397|Find All Good Strings|
2671.1046123182|3454|Separate Squares II|
2672.7613091907|3086|Minimum Moves to Pick K Ones|
2677.1682592316|2791|Count Paths That Can Form a Palindrome in a Tree|
2681.7054310332|2573|Find the String with LCP|
2688.2456356434|3181|Maximum Total Reward Using Operations II|
2690.5859406179|1960|Maximum Product of the Length of Two Palindromic Substrings|
2692.6778614397|3277|Maximum XOR Score Subarray Queries|
2693.5604276923|3445|Maximum Difference Between Even and Odd Frequency II|
2693.8309245934|3539|Find Sum of Array Product of Magical Sequences|
2695.809667046|2977|Minimum Cost to Convert String II|
2697.378123783|3569|Maximize Count of Distinct Primes After Split|
2697.6486586982|3165|Maximum Sum of Subsequence With Non-adjacent Elements|
2702.6772838353|3509|Maximum Product of Subsequences With an Alternating Sum Equal to K|
2709.4067070911|3017|Count the Number of Houses at a Certain Distance II|
2711.8717381409|2603|Collect Coins in a Tree|
2722.8634460016|3382|Maximum Area Rectangle With Point Constraints II|
2723.2974277194|3414|Maximum Score of Non-overlapping Intervals|
2723.5212649775|3721|Longest Balanced Subarray II|
2735.0909781144|3117|Minimum Sum of Values by Dividing Array|
2743.9313067671|3630|Partition Array for Maximum XOR and AND|
2748.125042961|3449|Maximize the Minimum Game Score|
2758.9704056427|2902|Count of Sub-Multisets With Bounded Sum|
2763.6510278508|3480|Maximize Subarrays After Removing One Conflicting Pair|
2764.5966131386|3441|Minimum Cost Good Caption|
2765.2533837781|803|Bricks Falling When Hit|
2768.8154223451|2836|Maximize Value of Function in a Ball Passing Game|
2779.7855167601|2983|Palindrome Rearrangement Queries|
2799.5363565342|3395|Subsequences with a Unique Middle Mode I|
2803.7652028979|2060|Check if an Original String Exists Given Two Encoded Strings|
2805.990278358|3464|Maximize the Distance Between Points on a Square|
2816.0706257586|2916|Subarrays Distinct Element Sum of Squares II|
2817.267212602|1977|Number of Ways to Separate Numbers|
2824.4551372454|2612|Minimum Reverse Operations|
2824.7020346271|3130|Find All Possible Stable Binary Arrays II|
2843.655465882|3410|Maximize Subarray Sum After Removing All Occurrences of One Element|
2849.4841858619|1728|Cat and Mouse II|
2854.6879585019|3420|Count Non-Decreasing Subarrays After K Operations|
2857.6543956169|2851|String Transformation|
2859.2593177291|3145|Find Products of Elements of Big Array|
2863.1378294349|770|Basic Calculator IV|
2872.0290327119|1982|Find Array Given Subset Sums|
2873.9745576413|2699|Modify Graph Edge Weights|
2917.8273567322|3022|Minimize OR of Remaining Elements Using Operations|
2924.5453871317|3486|Longest Special Path II|
2940.1641355626|3389|Minimum Operations to Make Character Frequencies Equal|
2940.548809489|3501|Maximize Active Section with Trade II|
2943.2173551759|2945|Find Maximum Non-decreasing Array Length|
2978.7961959355|2809|Minimum Time to Make Array Sum At Most x|
3018.4940165727|1719|Number Of Ways To Reconstruct A Tree|
3027.8558407399|3225|Maximum Score From Grid Operations|
3027.89612787|3435|Frequencies of Shortest Supersequences|
3039.3003256659|3003|Maximize the Number of Partitions After Operations|
3077.2342981036|3357|Minimize the Maximum Adjacent Element Difference|
3101.4829146106|3348|Smallest Divisible Digit Product II|
3111.1274320356|3049|Earliest Second to Mark Indices II|
3112.0402038423|3245|Alternating Groups III|
3124.5016688063|3743|Maximize Cyclic Partition Score|
3773.7596150919|3235|Check if the Rectangle Corner Is Reachable|
