Rating|ID|Title|Content
1960.5517123728|2392|Build a Matrix With Conditions|You are given a positive integer k . You are also given: a 2D integer array rowConditions of size n where rowConditions[i] = [above i , below i ] , and a 2D integer array colConditions of size m where colConditions[i] = [left i , right i ] . The two arrays contain integers from 1 to k . You have to build a k x k matrix that contains each of the numbers from 1 to k exactly once . The remaining cells should have the value 0 . The matrix should also satisfy the following conditions: The number abov
1960.5763266754|2350|Shortest Impossible Sequence of Rolls|
1961.4987013156|1537|Get the Maximum Score|
1962.2005269503|1642|Furthest Building You Can Reach|
1962.3314335449|802|Find Eventual Safe States|
1964.3793590858|815|Bus Routes|You are given an array routes representing bus routes where routes[i] is a bus route that the i th bus repeats forever. For example, if routes[0] = [1, 5, 7] , this means that the 0 th bus travels in the sequence 1 -&gt; 5 -&gt; 7 -&gt; 1 -&gt; 5 -&gt; 7 -&gt; 1 -&gt; ... forever. You will start at the bus stop source (You are not on any bus initially), and you want to go to the bus stop target . You can travel between bus stops by buses only. Return the least number of buses you must take to tr
1964.6174369373|3850|Count Sequences to K|You are given an integer array nums , and an integer k . Start with an initial value val = 1 and process nums from left to right. At each index i , you must choose exactly one of the following actions: Multiply val by nums[i] . Divide val by nums[i] . Leave val unchanged. After processing all elements, val is considered equal to k only if its final rational value exactly equals k . Return the count of distinct sequences of choices that result in val == k . Note: Division is rational (exact), not
1965.1266122355|2439|Minimize Maximum of Array|
1966.7067914206|1969|Minimum Non-Zero Product of the Array Elements|
1967.3284576938|1293|Shortest Path in a Grid with Obstacles Elimination|
1967.5589835406|2872|Maximum Number of K-Divisible Components|
1968.4923703271|3756|Concatenate Non-Zero Digits and Multiply by Sum II|You are given a string s of length m consisting of digits. You are also given a 2D integer array queries , where queries[i] = [l i , r i ] . For each queries[i] , extract the substring s[l i ..r i ] . Then, perform the following: Form a new integer x by concatenating all the non-zero digits from the substring in their original order. If there are no non-zero digits, x = 0 . Let sum be the sum of digits in x . The answer is x * sum . Return an array of integers answer where answer[i] is the answe
1969.2019235672|1943|Describe the Painting|There is a long and thin painting that can be represented by a number line. The painting was painted with multiple overlapping segments where each segment was painted with a unique color. You are given a 2D integer array segments , where segments[i] = [start i , end i , color i ] represents the half-closed segment [start i , end i ) with color i as the color. The colors in the overlapping segments of the painting were mixed when it was painted. When two or more colors mix, they form a new color 
1969.2668024554|3686|Number of Stable Subsequences|
1969.9845549158|835|Image Overlap|
1970.4608098164|1032|Stream of Characters|
1972.7630060106|3733|Minimum Time to Complete All Deliveries|
1973.7407637067|1488|Avoid Flood in The City|Your country has 10 9 lakes. Initially, all the lakes are empty, but when it rains over the n th lake, the n th lake becomes full of water. If it rains over a lake that is full of water , there will be a flood . Your goal is to avoid floods in any lake. Given an integer array rains where: rains[i] &gt; 0 means there will be rains over the rains[i] lake. rains[i] == 0 means there are no rains this day and you&nbsp; must choose&nbsp; one lake this day and dry it . Return an array ans where: ans.le
1973.9543553342|3202|Find the Maximum Length of Valid Subsequence II|
1975.5726300727|907|Sum of Subarray Minimums|
1975.9693382075|2831|Find the Longest Equal Subarray|
1976.7214151234|1092|Shortest Common Supersequence |
1979.1112273597|1882|Process Tasks Using Servers|
1979.1323403633|1278|Palindrome Partitioning III|
1979.493040606|3138|Minimum Length of Anagram Concatenation|
1979.9454101467|2151|Maximum Good People Based on Statements|
1981.3072959787|2861|Maximum Number of Alloys|
1981.4460440375|3771|Total Score of Dungeon Runs|
1981.8184570058|3725|Count Ways to Choose Coprime Integers from Rows|You are given a m x n matrix mat of positive integers. Return an integer denoting the number of ways to choose exactly one integer from each row of mat such that the greatest common divisor of all chosen integers is 1. Since the answer may be very large, return it modulo 10 9 + 7 . &nbsp; Example 1: Input: mat = [[1,2],[3,4]] Output: 3 Explanation: Chosen integer in the first row Chosen integer in the second row Greatest common divisor of chosen integers 1 3 1 1 4 1 2 3 1 2 4 2 3 of these combin
1982.4524895112|3690|Split and Merge Array Transformation|
1982.5085994817|805|Split Array With Same Average|
1983.2319731313|1250|Check If It Is a Good Array|Given an array nums of&nbsp;positive integers. Your task is to select some subset of nums , multiply each element by an integer and add all these numbers.&nbsp;The array is said to be&nbsp; good&nbsp; if you can obtain a sum of&nbsp; 1 &nbsp;from the array by any possible subset and multiplicand. Return&nbsp; True &nbsp;if the array is good&nbsp; otherwise&nbsp;return&nbsp; False . &nbsp; Example 1: Input: nums = [12,5,7,23] Output: true Explanation: Pick numbers 5 and 7. 5*3 + 7*(-2) = 1 Exampl
1983.70440706|1733|Minimum Number of People to Teach|
1984.157304677|3695|Maximize Alternating Sum Using Swaps|
1984.9685663849|2963|Count the Number of Good Partitions|You are given a 0-indexed array nums consisting of positive integers. A partition of an array into one or more contiguous subarrays is called good if no two subarrays contain the same number. Return the total number of good partitions of nums . Since the answer may be large, return it modulo 10 9 + 7 . &nbsp; Example 1: Input: nums = [1,2,3,4] Output: 8 Explanation: The 8 possible good partitions are: ([1], [2], [3], [4]), ([1], [2], [3,4]), ([1], [2,3], [4]), ([1], [2,3,4]), ([1,2], [3], [4]), 
1985.2417520906|940|Distinct Subsequences II|Given a string s, return the number of distinct non-empty subsequences of s . Since the answer may be very large, return it modulo 10 9 + 7 . A subsequence of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e., &quot;ace&quot; is a subsequence of &quot; a b c d e &quot; while &quot;aec&quot; is not. &nbsp; Example 1: Input: s = &quot;abc&quot; Output: 7 Expl
1985.2504512337|928|Minimize Malware Spread II|
1987.9947081035|3836|Maximum Score Using Exactly K Pairs|
1989.5369509422|902|Numbers At Most N Given Digit Set|
1989.5764824732|3844|Longest Almost-Palindromic Substring|
1990.2800994214|756|Pyramid Transition Matrix|
1990.7738526153|963|Minimum Area Rectangle II|
1992.0032292739|1625|Lexicographically Smallest String After Applying Operations|
1994.3618892548|927|Three Equal Parts|
1995.2937073376|1986|Minimum Number of Work Sessions to Finish the Tasks|
1996.0986736442|3224|Minimum Array Changes to Make Differences Equal|
1997.1824403719|1274|Number of Ships in a Rectangle|
1997.5972097891|3440|Reschedule Meetings for Maximum Free Time II|
1997.7013718153|2250|Count Number of Rectangles Containing Each Point|You are given a 2D integer array rectangles where rectangles[i] = [l i , h i ] indicates that i th rectangle has a length of l i and a height of h i . You are also given a 2D integer array points where points[j] = [x j , y j ] is a point with coordinates (x j , y j ) . The i th rectangle has its bottom-left corner point at the coordinates (0, 0) and its top-right corner point at (l i , h i ) . Return an integer array count of length points.length where count[j] is the number of rectangles that c
1998.0432529701|3620|Network Recovery Pathways|
1998.3906211301|3897|Maximum Value of Concatenated Binary Segments|
1998.889914712|2488|Count Subarrays With Median K|You are given an array nums of size n consisting of distinct integers from 1 to n and a positive integer k . Return the number of non-empty subarrays in nums that have a median equal to k . Note : The median of an array is the middle element after sorting the array in ascending order. If the array is of even length, the median is the left middle element. For example, the median of [2,3,1,4] is 2 , and the median of [8,4,3,5,1] is 4 . A subarray is a contiguous part of an array. &nbsp; Example 1:
1999.1208076854|765|Couples Holding Hands|There are n couples sitting in 2n seats arranged in a row and want to hold hands. The people and seats are represented by an integer array row where row[i] is the ID of the person sitting in the i th seat. The couples are numbered in order, the first couple being (0, 1) , the second couple being (2, 3) , and so on with the last couple being (2n - 2, 2n - 1) . Return the minimum number of swaps so that every couple is sitting side by side . A swap consists of choosing any two people, then they st
1999.2742892673|3886|Sum of Sortable Integers|
