1565	3249	-	Count the Number of Good Nodes
1565	3493	-	Properties Graph
1565	846	-	Hand of Straights
1566	769	-	Max Chunks To Make Sorted
1567	2044	BIT_OPS	Count Number of Maximum Bitwise-OR Subsets
1567	3243	-	Shortest Distance After Road Addition Queries I
1568	3567	-	Minimum Absolute Difference in Sliding Submatrix
1569	1109	-	Corporate Flight Bookings
1569	2592	-	Maximize Greatness of an Array
1570	1019	-	Next Greater Node In Linked List
1571	779	BIT_OPS	K-th Symbol in Grammar
1573	1268	-	Search Suggestions System
1573	1423	-	Maximum Points You Can Obtain from Cards
1573	3393	XOR	Count Paths With the Given XOR Value
1573	931	-	Minimum Falling Path Sum
1574	1578	-	Minimum Deletion Cost to Avoid Repeating Letters
1574	981	-	Time Based Key-Value Store
1575	1415	PERM_COMB	The k-th Lexicographical String of All Happy Strings of Length n
1577	2288	-	Apply Discount to Prices
1578	1034	-	Coloring A Border
1578	3412	-	Find Mirror Score of a String
1578	3868	-	Minimum Cost to Equalize Arrays Using Swaps
1579	1743	-	Restore the Array From Adjacent Pairs
1579	3528	MOD_ARITH	Unit Conversion I
1579	3623	GEOM,PAIR_COUNT	Count Number of Trapezoids I
1579	3789	-	Minimum Cost to Acquire Required Items
1580	1839	-	Longest Substring Of All Vowels in Order
1580	2765	-	Longest Alternating Subarray
1581	2211	-	Count Collisions on a Road
1581	3021	GAME_THEORY,PAIR_COUNT,PARITY	Alice and Bob Playing Flower Game
1583	2536	-	Increment Submatrices by One
1583	2874	TRIPLE_COUNT	Maximum Value of an Ordered Triplet II
1584	3780	MOD_ARITH,TRIPLE_COUNT	Maximum Sum of Three Numbers Divisible by Three
1585	1030	GEOM	Matrix Cells in Distance Order
1588	1764	-	Form Array by Concatenating Subarrays of Another Array
1588	1813	-	Sentence Similarity III
1588	2844	DIGIT_OPS,MOD_ARITH	Minimum Operations to Make a Special Number
1590	1573	PERM_COMB	Number of Ways to Split a String
1590	1664	-	Ways to Make a Fair Array
1590	877	GAME_THEORY	Stone Game
1590	893	PARITY	Groups of Special-Equivalent Strings
1590	969	-	Pancake Sorting
1591	1286	PERM_COMB	Iterator for Combination
1591	3207	-	Maximum Points After Enemy Battles
1591	3355	-	Zero Array Transformation I
1591	3828	GAME_THEORY,TRICK	Final Element After Subarray Deletions
1591	930	PREFIX_SUM	Binary Subarrays With Sum
1593	1577	POWER,TRIPLE_COUNT	Number of Ways Where Square of Number Is Equal to Product of Two Numbers
1593	3228	-	Maximum Number of Operations to Move Ones to the End
1593	3790	MOD_ARITH,PIGEONHOLE	Smallest All-Ones Multiple
1593	3829	-	Design Ride Sharing System
1594	822	-	Card Flipping Game
1595	3255	STREAK	Find the Power of K-Size Subarrays II
1596	2476	-	Closest Nodes Queries in a Binary Search Tree
1597	1218	-	Longest Arithmetic Subsequence of Given Difference
1597	1247	PARITY	Minimum Swaps to Make Strings Equal
1597	2750	-	Ways to Split Array Into Good Subarrays
1599	1048	-	Longest String Chain
