Rating	ID	Title	Tags
2620.4181842249	1830	Minimum Number of Operations to Make String Sorted	PERM_COMB,MOD_ARITH
2621.1208072273	2281	Sum of Total Strength of Wizards	CONTRIBUTION,MOD_ARITH
2628.6330409039	3333	Find the Original Typed String II	NONE
2628.7957821141	2213	Longest Substring of One Repeating Character	NONE
2633.0144045478	2499	Minimum Total Cost to Make Arrays Unequal	NONE
2640.3824813624	1787	Make the XOR of All Segments Equal to Zero	XOR,BITMASK
2641.6067035188	3149	Find the Minimum Cost Array Permutation	BITMASK
2643.4108112417	3625	Count Number of Trapezoids II	GEOM,TRIPLE_COUNT
2644.6037406331	3525	Find X Value of Array II	MOD_ARITH
2644.8498152558	2954	Count the Number of Infection Sequences	PERM_COMB,PRIME,MOD_ARITH
2644.9681021386	3430	Maximum and Minimum Sums of at Most Size K Subarrays	CONTRIBUTION
2645.836955523	3590	Kth Smallest Path XOR Sum	XOR
2647.1423924149	3671	Sum of Beautiful Subsequences	MOD_ARITH
2647.8258771458	2386	Find the K-Sum of an Array	TRICK
2648.1748409542	2071	Maximum Number of Tasks You Can Assign	NONE
2650.8996457642	2097	Valid Arrangement of Pairs	NONE
2655.2178711909	1659	Maximize Grid Happiness	BITMASK
2658.9223715182	3261	Count Substrings That Satisfy K-Constraint II	NONE
2661.0670044656	1923	Longest Common Subpath	NONE
2661.736901362	3292	Minimum Number of Valid Strings to Form Target II	NONE
2664.2117701776	3311	Construct 2D Grid Matching Graph Layout	NONE
2666.1303987257	3139	Minimum Cost to Equalize Array	TRICK,AP_SUM
2666.668150845	1397	Find All Good Strings	BITMASK,MOD_ARITH
2671.1046123182	3454	Separate Squares II	GEOM
2672.7613091907	3086	Minimum Moves to Pick K Ones	CONTRIBUTION,AP_SUM
2677.1682592316	2791	Count Paths That Can Form a Palindrome in a Tree	PALINDROME,BITMASK
2681.7054310332	2573	Find the String with LCP	NONE
2688.2456356434	3181	Maximum Total Reward Using Operations II	BITMASK,MOD_ARITH
2690.5859406179	1960	Maximum Product of the Length of Two Palindromic Substrings	PALINDROME
2692.6778614397	3277	Maximum XOR Score Subarray Queries	XOR
2693.5604276923	3445	Maximum Difference Between Even and Odd Frequency II	NONE
2693.8309245934	3539	Find Sum of Array Product of Magical Sequences	MOD_ARITH,PERM_COMB
2695.809667046	2977	Minimum Cost to Convert String II	NONE
2697.378123783	3569	Maximize Count of Distinct Primes After Split	PRIME
2697.6486586982	3165	Maximum Sum of Subsequence With Non-adjacent Elements	NONE
2702.6772838353	3509	Maximum Product of Subsequences With an Alternating Sum Equal to K	NONE
2709.4067070911	3017	Count the Number of Houses at a Certain Distance II	CONTRIBUTION,GCD_LCM
2711.8717381409	2603	Collect Coins in a Tree	NONE
2722.8634460016	3382	Maximum Area Rectangle With Point Constraints II	GEOM
2723.2974277194	3414	Maximum Score of Non-overlapping Intervals	NONE
2723.5212649775	3721	Longest Balanced Subarray II	NONE
2735.0909781144	3117	Minimum Sum of Values by Dividing Array	NONE
2743.9313067671	3630	Partition Array for Maximum XOR and AND	XOR,BIT_OPS
2748.125042961	3449	Maximize the Minimum Game Score	NONE
2758.9704056427	2902	Count of Sub-Multisets With Bounded Sum	STARS_BARS,GCD_LCM,MOD_ARITH
2763.6510278508	3480	Maximize Subarrays After Removing One Conflicting Pair	NONE
2764.5966131386	3441	Minimum Cost Good Caption	NONE
2765.2533837781	803	Bricks Falling When Hit	NONE
2768.8154223451	2836	Maximize Value of Function in a Ball Passing Game	MATRIX_EXP,MOD_ARITH
2779.7855167601	2983	Palindrome Rearrangement Queries	PALINDROME,BITMASK
2799.5363565342	3395	Subsequences with a Unique Middle Mode I	PERM_COMB,MOD_ARITH
2803.7652028979	2060	Check if an Original String Exists Given Two Encoded Strings	NONE
2805.990278358	3464	Maximize the Distance Between Points on a Square	GEOM
2816.0706257586	2916	Subarrays Distinct Element Sum of Squares II	CONTRIBUTION,MOD_ARITH
2817.267212602	1977	Number of Ways to Separate Numbers	PERM_COMB,MOD_ARITH
2824.4551372454	2612	Minimum Reverse Operations	NONE
2824.7020346271	3130	Find All Possible Stable Binary Arrays II	MOD_ARITH
2843.655465882	3410	Maximize Subarray Sum After Removing All Occurrences of One Element	NONE
2849.4841858619	1728	Cat and Mouse II	GAME_THEORY
2854.6879585019	3420	Count Non-Decreasing Subarrays After K Operations	NONE
2857.6543956169	2851	String Transformation	MATRIX_EXP,MOD_ARITH
2859.2593177291	3145	Find Products of Elements of Big Array	BIT_OPS,DIGIT_OPS,MOD_ARITH
2863.1378294349	770	Basic Calculator IV	NONE
2872.0290327119	1982	Find Array Given Subset Sums	NONE
2873.9745576413	2699	Modify Graph Edge Weights	NONE
2917.8273567322	3022	Minimize OR of Remaining Elements Using Operations	BIT_OPS
2924.5453871317	3486	Longest Special Path II	NONE
2940.1641355626	3389	Minimum Operations to Make Character Frequencies Equal	NONE
2940.548809489	3501	Maximize Active Section with Trade II	NONE
2943.2173551759	2945	Find Maximum Non-decreasing Array Length	NONE
2978.7961959355	2809	Minimum Time to Make Array Sum At Most x	NONE
3018.4940165727	1719	Number Of Ways To Reconstruct A Tree	NONE
3027.8558407399	3225	Maximum Score From Grid Operations	NONE
3027.89612787	3435	Frequencies of Shortest Supersequences	PERM_COMB,BITMASK
3039.3003256659	3003	Maximize the Number of Partitions After Operations	BITMASK,MOD_ARITH
3077.2342981036	3357	Minimize the Maximum Adjacent Element Difference	NONE
3101.4829146106	3348	Smallest Divisible Digit Product II	PRIME,DIVISORS
3111.1274320356	3049	Earliest Second to Mark Indices II	NONE
3112.0402038423	3245	Alternating Groups III	NONE
3124.5016688063	3743	Maximize Cyclic Partition Score	NONE
3773.7596150919	3235	Check if the Rectangle Corner Is Reachable	GEOM
